voter_id,state,bill_type,number,roll,value,result,chamber,sess,yr,category,type_vote
S000185,VA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001157,GA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001185,AL,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S000344,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001207,NJ,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001165,NJ,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001208,MI,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S000522,NJ,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S000510,WA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001200,FL,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001209,VA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001175,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001218,NM,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001211,AZ,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001135,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001215,MI,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001159,WA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001201,NY,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
S001193,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000472,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000460,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000193,MS,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000467,PA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000468,NV,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000481,MI,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000469,NY,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000474,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000486,NY,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000482,MA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
T000483,MD,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
U000040,IL,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
U000031,MI,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
V000129,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
V000130,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
V000131,TX,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
V000132,TX,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
V000081,NY,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000813,IN,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000797,FL,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000187,CA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000822,NJ,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000800,VT,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000825,VA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000826,PA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000788,GA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000808,FL,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
W000804,VA,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
Y000062,KY,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
Y000033,AK,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
Z000017,NY,h,4673,14,Yea,Passed,house,117,2022,passage,On Passage of the Bill
A000055,AL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
A000372,GA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
A000377,ND,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
A000375,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001291,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001298,NE,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001307,IN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001306,OH,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001299,IN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001282,KY,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B000668,OR,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001301,MI,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B000740,OK,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001311,NC,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B000825,CO,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001295,IL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B000755,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001274,AL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001260,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001297,CO,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001275,IN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001305,NC,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001309,TN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
B001248,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001039,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001126,OH,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001054,AL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001103,GA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001051,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001104,NC,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C000266,OH,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001109,WY,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001118,VA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001115,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001116,GA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001108,KY,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001087,AR,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
C001120,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
D000626,OH,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
D000619,IL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
D000600,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
D000032,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
D000615,SC,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
D000628,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
E000071,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
E000294,MN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
E000298,KS,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000246,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000446,IA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000465,GA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000470,MN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000471,WI,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000459,TN,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000450,NC,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000472,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
F000469,ID,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000579,WI,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000563,OH,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000593,FL,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000552,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000594,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000595,VA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000589,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000565,AZ,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000377,TX,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
G000577,LA,h,4673,14,Nay,Passed,house,117,2022,passage,On Passage of the Bill
